Video_Title,Comment_ID,Published_At,Like_Count,Comment,Comment_Length_raw,Comment_Length
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugy-AlgmNIOpQmRBIih4AaABAg,2026-02-11 04:48:54+00:00,3,Govt should feel shamre for their horrible act of closing  net metering.,72,72
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugyj6bzOy_OIfzFV_dZ4AaABAg,2026-02-11 05:58:47+00:00,0,Yah julm aur jabar Nahin to kya hai,35,35
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgxMXnyFEs8ominlkOx4AaABAg,2026-02-14 03:30:18+00:00,0,"Lakhon free units kin logon ko diye ja rahe hain aur in ka bojh aam sarfeen par raha hai is ke tafseelat wapda ko public karne chahiye. Yeh kyun nahi poocha ja raha, bataya ja raha.",181,181
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugy044QPU419r67uGDd4AaABAg,2026-02-11 01:39:50+00:00,1,Pakistan kabi be taraki nahi kar Shakti.,40,40
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgyuCNKH7zLI7Tje5wF4AaABAg,2026-02-11 05:58:26+00:00,0,Pahle solar panel logon ko bechne mein kamaya aur aur ab yah hukumat unko tax lagakar kam aaegi,95,95
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgykY184pfHF_YY2Av14AaABAg,2026-02-11 01:15:21+00:00,1,آپ  نے قوم کی خدمت کی اب  چیخنے چلانے سے کیا ہوگا,49,49
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgxV9KbIvZd7wAqFrEh4AaABAg,2026-02-11 12:50:16+00:00,1,"پاکستان کے تمام سرکاری ادارے ""ظالم "" کی تعریف پر پورا اترتے ہیں ، اور ان کے  خلاف ویسے ہی جدوجہد کرنی  چاہئیے جیسے ایک ظالم کے خلاف",131,131
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugx-edO3NGIeIffkmyt4AaABAg,2026-02-13 04:44:30+00:00,0,Awam ab bhi nahi jagen ge to kab jagein ge inqlab ki shadid zarorat he lakho ki qorbanideni ho gi pakistan ko bachana ho ga,123,123
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugzszcx2zQWuIJJBGxR4AaABAg,2026-02-12 13:15:53+00:00,0,Es mulk Mai sub sai brra fraud khud hakkomat oar iddarry mill ker apni awaam k Sath ker rahy Hein ...,101,101
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugzed7IclqOCFuEG4a14AaABAg,2026-02-11 06:35:18+00:00,0,People will start stealing again,32,32
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugw95BcuaBQa8fDXlcV4AaABAg,2026-02-11 11:51:24+00:00,0,No govt. Only mafia ruled over the country,42,42
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugyo4_Wxlfom7PCRC5Z4AaABAg,2026-02-11 04:06:56+00:00,2,جب حکومت کے داماد سرکاری ملازمین مفت بجلی استعمال کرتے ھیں تو عوام بھی کرے مطلب بجلی چوری کرے ۔فتوا تو مل جاے گا کہ بجلی چوری جائز ھے۔اب حکومت اپنے پاؤں پر کلہاڑی مار تھی ھے تو کیا کیا جا سکتا ھے,195,195
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgwEqh4vnrfRLPHYV8h4AaABAg,2026-02-11 04:17:39+00:00,0,Janab Awam KA or MULK KA koi NAHE Socha RAHA or Jo sochta tha us ko JAIL main Band kar diya,91,91
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgzenpLp6uKkKU80juh4AaABAg,2026-02-11 04:08:38+00:00,0,corrupet,8,8
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugxpls6HItU50OJTOV14AaABAg,2026-02-12 12:02:47+00:00,0,ابھی تو کشتے ایک سال کی باقی ہے,31,31
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgyhEnv42r3ToZiciEx4AaABAg,2026-02-14 02:32:32+00:00,0,انکی ساری تگ و دو اپنے پیٹ کیلئے ہوتی ہے,40,40
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgxtYtCvS1AaUn_xYzd4AaABAg,2026-02-11 16:43:33+00:00,1,"یہ بکا ہوا ہے اسکی بات عوامی نمائندگی نہیں کرتی
گورنمنٹ اور اسکے بابو یہ کہہ کر نئی پالیسی لاگو کردی کہ سولر والوں کی وجہ سے بجلی دو روپے یونٹ مہنگی ہورہی ہے
ان عقلمندوں سے کوئی پوچھے کہ وہ تیل سے بجلی بنانے کی طرف ملک کو لیجا رہے ہیں اور مہنگے تیل کی امپورٹ سے ملک کا جتنا زرمبادلہ لگے گا اسکے قیمت اس دو روپے سے کہیں زیادہ ہوگی اصل مسئلہ سولر والے نہیں بلکہ نجی بجلی گھروں کی کپیسٹی پیمنٹس ہیں جو بار بار بجلی مہنگی کرنے کا باعث بن رہی ہیں
اور لوگ اب بھی مہنگی بجلی نہیں لیں گے اور بیٹریاں امپورٹ ہونگی اور ملکی زرمبادلہ خرچ ہوگا 
یہ ملک و قوم کیساتھ زیادتی ہوگی 
اور اب حکومت کے بارے مشہور ہورہا ہے کہ وہ کئے معاہدے سے بھی پھر جاتی ہے اس عمل کو دیکھ کر یہاں کونسا انویسٹر اپنی رقم دبوئے گا کل کلاں کو معاہدے سے پھرنے کے لئے کوئی بھی اچھا سا قومی نام رکھ کر ملک دشمںن پالیسی بنا کر لاگو کیجائے",795,795
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgzbyxD3g8YurjKc5nV4AaABAg,2026-02-13 12:31:18+00:00,0,عوام کو بلکل مار دیا۔۔۔بل کہاں سے دینگے ? کھانے کو ہے نہی,57,57
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugyum23jT3ovsrz9Io14AaABAg,2026-02-11 06:26:44+00:00,0,"6:41 not at all....nation had no faith in them n they were forced thru form 47 n it's all being put under carpet in basant drama

7:41 ....as expected from talat.....salaried group of anchors ...never raising true concerns ....just jumping in puddle",249,249
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgwO59J2TFjrKYvjo8d4AaABAg,2026-02-11 02:20:18+00:00,0,Ye miftah sahib awam ka masiha nahi drama bazi ker raha hai aaj es ko ministry miley tu yeh ziada nuqsan krega,110,110
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgwO59J2TFjrKYvjo8d4AaABAg.AT3x5-W4vZfAT48A6doo6B,2026-02-11 04:05:52+00:00,0,Oh bus Ker Kia iski daleel ghalati hai agar hai Tu daleel sey jawab do fazool ki bikwas na Kero.,96,96
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugwam4BzTi-rlzSAxVh4AaABAg,2026-02-11 05:41:58+00:00,0,Mufta bhagora😂,14,14
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgzfcTVQFkqChE82gvh4AaABAg,2026-02-14 02:30:55+00:00,0,اس نے بھی ہزار روپے ہر دکان پر لگانے کا کہا اور وہ لگ بھی گیاکمرشل میٹر پر ہزار روپے فکس چارچ لگ کر آراہا ہےزیرو یوٹ کا بل چودہ سو روپے آرہا ہے  جب ہی حکومت میں ہوتے ہیں انکی باتیں الگ ہوتی ہیں اور  جب حکومت سے الگ ہوتے ہیں تو انکے لچھن الگ ہوتے ہیں,249,249
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugx1ovD4Y7EbUmou7Ut4AaABAg,2026-02-11 06:18:58+00:00,0,"Taallat .....are u in your senses......or have you come to senses now !!!!!??????
When it hits u .....u speak.......all of present faces are salaried faces ......not a Great journalists as Arshad shareef who dared to question n take stance against corruption n zulm",265,265
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugxo1xUT7jA3GV0JdG14AaABAg,2026-02-13 12:23:15+00:00,0,ظالموں اللہ کے عذاب سےڈرو,25,25
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgzInuwiHI0jr9vwYk54AaABAg,2026-02-11 03:41:52+00:00,0,آئی پیز کو ھر حال میں بچانا ھے ملک کی خیر ھے,44,44
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgyBl50pm8BHDxPcj1l4AaABAg,2026-02-11 00:41:05+00:00,0,"If transmission lines were not there, why did Govt agree to pay capacity charges to IPPs which it couldn't utiiise? Average household consumers will be left with no option but to instal a 15 KVA lethium battery with 15-year warranty and a 10 KVA hybrid 3-phase inverter.  It is costlier but will force the Govt and IPPs to face the music. This is the FUTURE. ---Rasheed Khalid",376,376
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgyBl50pm8BHDxPcj1l4AaABAg.AT3ljDZ5fO5AT48EvTF03V,2026-02-11 04:06:31+00:00,0,They would simply increase tax price on the house.,50,50
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugzd8fyCJAZinn4Mri14AaABAg,2026-02-11 02:43:41+00:00,0,A very good decision by NEPRA,29,29
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugzd8fyCJAZinn4Mri14AaABAg.AT3zlHV3e9TAT4165nHqEA,2026-02-11 03:04:09+00:00,1,lagta hay aap ke light free hay۔ koi bill nahain aata hay,57,57
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",Ugx0mTDYj7K1aCwT_td4AaABAg,2026-02-13 16:53:18+00:00,0,"حکومت تو شکاری ھے ۔گھات لگا کر شکار کرنے کی پالیسی  جاری ھے اور بیچاری عوام اس بار بھی اس مچھلی کی طرح جو کانٹے پہ لگی خوراک کھانے کو آئ تو شکار ھوگئ ۔۔ اور عوام اب اس مچھلی کیطرح تڑپ رہی ھے اور حکومت اس مچھیرے کی طرح سینہ تان کر  موچھوں پہ تائو دے کر اس مچھلی کی بے بسی پر مسکرارہی ھے ۔۔۔ 
لعنت اللہ علی المنافقین",314,314
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgxdSOZwh9DjznFJhit4AaABAg,2026-02-11 15:29:53+00:00,0,پاکستان ایک ناکام ریاست ھے,26,26
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgxNICyFEdmdj1pB_lh4AaABAg,2026-02-15 03:44:56+00:00,0,یہ حکمران اتنے بیغیرت اسقدر بے درد اسقدر بے دین ہو گئے ہیں کہ IMF اور World Bank اور بلخصوص اپنے آقا کے حکم کی بجا آوری کے لیے کلمہ پڑھنے والوں پر یعنی کلمہ پڑھنے پر بھی ٹیکس لگا دینگے ۔ اللہ پاک ان عوام دشمن ظالم وجابر حکمرانوں سے نجات عطاء فرمائے ۔,250,250
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgyzsjQfpPu0LhuTtCJ4AaABAg,2026-02-11 03:41:13+00:00,2,لوٹ مار کے نئے طریقے,20,20
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgyByWb-zSbI3OZFbfx4AaABAg,2026-02-10 22:07:16+00:00,0,"Bhai soler laganay waloon ka masla nahin hay.yah sirf or sirf green meter walay shoor macha rahay hain.
Kyun k ab anhain bhi bill pay kerna paray ga.
Yah green meter sab baray logoon nay lagay hain.
Jin tadad 450000 meter hay.
Or duseri 35000000 meter.",252,252
"End of net metering: NEPRA overhaul hits solar users, transfers costs to consumers | SAMAA TV",UgxGBKBC-6ngnni5v5B4AaABAg,2026-02-11 05:40:17+00:00,0,Chore khandan awam ka khoon pee rehi he,39,39
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgyHc7Z49g8Fnnza_Qd4AaABAg,2026-02-11 09:34:00+00:00,1,خدارا حکومت ایک تو عدل اور رحمت سے کام لے,41,41
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgxFrspbCIasMTK0OiN4AaABAg,2026-02-11 15:28:45+00:00,1,محترمہ نظام کی ان ایفیشنسی اور کرپشن میں کوئی فرق ھوتا ھے,57,57
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,Ugy5nSTNrl2vsmf6D9p4AaABAg,2026-02-12 05:08:18+00:00,1,بیرنی Investor کی حوصلہ افزائی پاکستانی عوام کی Investment کی  حوصلہ شکنی یہ  ہیں عوامی حکمران ۔,96,96
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgzQTtWSn-HqlbnYdfN4AaABAg,2026-02-10 20:05:53+00:00,0,Agar net metering issi rate per rahai to wapda/ Discos band ho Jain gai ..phir awam ko solar per ho guzara Karna paray GA...❤,125,125
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,Ugysx751n42cTHSJjoF4AaABAg,2026-02-11 03:03:29+00:00,0,What about SUI GAS bill 11 hazar bill aya,41,41
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,Ugysx751n42cTHSJjoF4AaABAg.AT411FbqGyCAT5kkQEfFFs,2026-02-11 19:10:59+00:00,0,Patwarey too zindaa hey patwarey system ki wajhaa sey,53,53
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgwB-2mrJwEprtdyj3R4AaABAg,2026-02-11 11:06:51+00:00,0,Batterio ko sasthi karo. Log batteries lagaingay. Wapda apnay meter aor wires hata le,85,85
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgwB-2mrJwEprtdyj3R4AaABAg.AT4tLVOGPycAT5mEkSR-nH,2026-02-11 19:24:00+00:00,0,"Tou wadda patwari kul battery waly solar py bhi tax lugga dy ga . Hy jo patwari . 
Mill gea BASANNT da toofa . Pehn yakee aay",125,125
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgzvagLAaCnS7FOStFF4AaABAg,2026-02-11 19:08:55+00:00,0,Power division main bhi khootey beythey hueyey hain,51,51
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgzvagLAaCnS7FOStFF4AaABAg.AT5kWLzo5TQAT5lx8eOFiZ,2026-02-11 19:21:27+00:00,0,Khooty nahein  Patwari  patwari,31,31
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgzvagLAaCnS7FOStFF4AaABAg.AT5kWLzo5TQAT5mKMDSMCQ,2026-02-11 19:24:46+00:00,0,​@PAKE786aik he baat hey patwarey khootaa he hotaa heay,55,55
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgwiD6-W-KjPGaTd85N4AaABAg,2026-02-15 04:24:15+00:00,0,فنانس کا باندر اور گنجا مداری accumulation of wealth کا جرم کر رہے ہیں,70,70
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgwNCWCom9mu37VVNLZ4AaABAg,2026-02-10 19:11:54+00:00,0,Kick out the ipps from power,28,28
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgzsqjQUa3xtK4tkdKt4AaABAg,2026-02-11 03:02:13+00:00,0,They are ipps so they don't want to get their hands on IPP,58,58
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgwpLIK82y_Z-eg1SCt4AaABAg,2026-02-12 15:14:10+00:00,0,آج حسن نثار صاحب کا میدان ھے,28,28
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgyaEDrqEEtjLHMrdo94AaABAg,2026-02-12 15:05:28+00:00,1,"آئین پاکستان مقدس نہیں     حلف  مقدس نہی, عمرانی معاہدہ مقدس نہیں 
صرف آئی پی پیز کا معاہدہ مقدس ہے عوام پر لازم ہے کہ اس کا تقدس مجروح نہ ہونے دیں",148,148
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,Ugwr5DXnaE_3J4TbSG54AaABAg,2026-02-10 19:06:50+00:00,0,To protect ipps,15,15
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,Ugw5Y-qIa_M7ka4A_oR4AaABAg,2026-02-12 15:05:20+00:00,1,"to me

آئین پاکستان مقدس نہیں     حلف  مقدس نہی, عمرانی معاہدہ مقدس نہیں 
صرف آئی پی پیز کا معاہدہ مقدس ہے عوام پر لازم ہے کہ اس کا تقدس مجروح نہ ہونے دیں",157,157
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgwKLs9W1R3hApTBzH94AaABAg,2026-02-10 21:20:19+00:00,0,"Awam dushman govt, never ever vote for these hypocrites.",56,56
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgzXGDcHR__7JqrWZh54AaABAg,2026-02-11 15:48:00+00:00,1,شہزاد صاحب کی یہ رائے درست نہیں ھے کہ خواص نے سولر لگایا ھے خواص نے تو بہت پہلے بہت مہنگا سسٹم لگا لیا تھا اور انھوں نے جنریٹر بھی لگائے ھوے ھیں اب سولر پلیٹس سستی ھونے پر درمیانے متوسط طبقے نے سولر لگایا وھی متوسط طبقہ اب پریشان ھے امیر طبقہ کو کوئی خاص اثر نہیں ھوگا البتہ گیارہ روپے کا یونٹ لے کر پچاس روپے کا بیچنے کے تجویز تو ظالمانہ اقدام ھے اور اس پر ٹیکس بھی علاؤہ گورنمنٹ کم از کم وہ ریٹ تو لگائے جو دو سو یونٹ سے زائد کے بلوں پر لیتی ھے,446,446
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgwWj5gFH6zhsKQKbsV4AaABAg,2026-02-11 16:48:59+00:00,1,یہ فراڈ پالیسی ہے,17,17
Solar Policy & Peoples Burden: Pakistan Energy Crisis Exposed | Straight Talk | SAMAA TV,UgyqAmXMMMOR1s5wjQh4AaABAg,2026-02-11 02:24:45+00:00,0,Shabash shareef,15,15
Solar Policy or Daylight Robbery of the Public? | Straight Talk,UgxBrwJpCeQXPqL13e54AaABAg,2026-02-11 04:31:34+00:00,2,بے بس اور مجبور عوام اس ڈاکو ، غاصب ، ملک و قوم کی دشمن حکومت پر لعنت ہی بھیج سکتی ہے ۔ جس سے غاصبوں کو کوئی فرق نہیں پڑتا ۔ مگر اللہ پاک کی ذات سب دیکھ رہی ہے۔,160,160
Solar Policy or Daylight Robbery of the Public? | Straight Talk,UgwfvsO8ZO4C8SJIibJ4AaABAg,2026-02-12 16:55:43+00:00,0,Battery lagaoo,14,14
Solar Policy or Daylight Robbery of the Public? | Straight Talk,UgxBIjigBQ0hv12uLcx4AaABAg,2026-02-11 07:33:56+00:00,1,مریم نواز جی یہ اپ کیا کر رہی ہیں 500 روپیہ بھی صفائی کا لگا رہی ہیں کمرشل کے اوپر اور کمرشل کے اوپر اپ نے پہلے سے ہزار روپیہ بھی لگایا ہوا ہے یہ کیا معاملات ہیں جو بجلی کے ساتھ لگ کے اتا ہے ہزار روپیہ ایکسٹرا دو بھی اپ نے لگایا ہوا ہے یہ کیوں اپ ایسا کر رہی ہیں اپ یہ اپنے اپ کو نا پھر گندا کر رہی ہیں اپ,305,305
